Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
156,Adam Cracknell\crackad01,33,ANA,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,21,10:26,0,6,0,0,
157,Sidney Crosby\crosbsi01,31,PIT,C,56,25,47,72,19,22,8.5,17,8,0,3,35,10,2,166,15.1,1168,20:51,30,69,703,563,55.5
158,Lawson Crouse\crousla01,21,ARI,LW,57,8,9,17,4,60,2.2,6,0,2,0,9,0,0,83,9.6,706,12:23,28,193,16,24,40.0
159,Matt Cullen\cullema01,42,PIT,C,48,5,11,16,6,12,1.4,3,0,2,0,9,0,2,65,7.7,558,11:37,22,20,212,224,48.6
160,Austin Czarnik\czarnau01,26,CGY,C,30,3,4,7,-6,2,0.3,3,0,0,0,3,1,0,38,7.9,314,10:28,15,2,17,22,43.6
161,Evgenii Dadonov\dadonev01,29,FLA,RW,57,20,24,44,-11,4,4.7,13,7,0,3,18,6,0,148,13.5,1075,18:52,35,21,1,3,25.0
162,Rasmus Dahlin\dahlira01,18,BUF,D,58,6,26,32,3,20,5.8,3,3,0,2,17,9,0,115,5.2,1208,20:49,49,53,0,0,
163,Carl Dahlstrom\dahlsca01,24,CHI,D,25,0,6,6,5,6,1.4,0,0,0,0,5,0,1,29,0.0,470,18:47,23,22,0,0,
164,Michael Dal Colle\dalcomi01,22,NYI,LW,20,2,2,4,3,2,0.5,2,0,0,2,2,0,0,22,9.1,233,11:38,6,6,0,1,0.0
165,Trevor Daley\daleytr01,35,DET,D,35,2,4,6,-2,12,1.6,1,0,1,1,4,0,0,39,5.1,654,18:41,48,9,0,0,
166,Zac Dalpe\dalpeza01,29,CBJ,RW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,9,9:01,0,0,0,1,0.0
167,Phillip Danault\danauph01,25,MTL,LW,59,11,29,40,15,37,4.2,11,0,0,1,27,1,1,96,11.5,1047,17:45,42,64,622,539,53.6
168,Marko Dano\danoma01,24,COL,C,8,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,3,0.0,55,6:53,3,16,0,5,0.0
169,Laurent Dauphin\dauphla01,23,ARI,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,12,12:19,1,0,0,1,0.0
170,Brandon Davidson\davidbr01,27,CHI,D,10,0,1,1,-4,15,-0.1,0,0,0,0,1,0,0,7,0.0,138,13:48,15,17,0,0,
171,Calvin de Haan\dehaaca01,27,CAR,D,59,1,11,12,4,18,4.6,1,0,0,1,11,0,0,89,1.1,1119,18:58,89,148,0,1,0.0
172,Jacob de La Rose\delarja01,23,DET,LW,48,3,4,7,-6,14,0.0,3,0,0,0,4,0,0,47,6.4,561,11:41,26,56,127,172,42.5
173,Jean-Sebastien Dea\deaje01,24,TOT,C,23,4,2,6,0,8,0.7,4,0,0,1,2,0,0,29,13.8,236,10:15,12,21,53,51,51.0
173,Jean-Sebastien Dea\deaje01,24,NJD,C,20,3,2,5,-1,6,0.5,3,0,0,1,2,0,0,27,11.1,215,10:44,12,19,51,50,50.5
173,Jean-Sebastien Dea\deaje01,24,PIT,C,3,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,21,7:03,0,2,2,1,66.7
174,Anthony DeAngelo\deangan01,23,NYR,D,39,4,13,17,7,46,3.8,4,0,0,0,9,4,0,75,5.3,723,18:32,48,39,0,0,
175,Alex DeBrincat\debrial01,21,CHI,RW,59,29,26,55,1,15,6.6,20,9,0,1,16,10,0,167,17.4,1030,17:27,19,25,15,17,46.9
176,Jake Debrusk\debruja01,22,BOS,LW,50,17,8,25,-2,12,3.4,11,6,0,4,6,2,0,119,14.3,800,16:00,17,35,6,24,20.0
177,Danny DeKeyser\dekeyda01,28,DET,D,33,3,10,13,5,31,3.0,3,0,0,2,10,0,0,32,9.4,704,21:21,56,46,0,0,
178,Michael Del Zotto\delzomi01,28,TOT,D,32,1,5,6,-2,8,1.6,1,0,0,0,5,0,0,34,2.9,565,17:39,46,103,0,0,
178,Michael Del Zotto\delzomi01,28,VAN,D,23,1,3,4,3,8,1.5,1,0,0,0,3,0,0,21,4.8,413,17:57,31,89,0,0,
178,Michael Del Zotto\delzomi01,28,ANA,D,9,0,2,2,-5,0,0.1,0,0,0,0,2,0,0,13,0.0,152,16:53,15,14,0,0,
179,Dylan DeMelo\demeldy01,25,OTT,D,53,3,11,14,16,22,4.3,3,0,0,0,10,0,1,78,3.8,989,18:40,82,83,0,0,
180,Jason Demers\demerja01,30,ARI,D,18,1,2,3,-1,6,1.3,1,0,0,1,2,0,0,23,4.3,357,19:50,14,19,0,0,
181,Travis Dermott\dermotr01,22,TOR,D,55,4,12,16,-4,18,2.9,4,0,0,0,12,0,0,85,4.7,957,17:24,46,85,0,0,
182,Nicolas Deslauriers\deslani01,27,MTL,LW,44,2,1,3,-10,22,-0.5,1,0,1,0,1,0,0,41,4.9,436,9:54,21,126,1,0,100.0
183,Phillip Di Giuseppe\digiuph01,25,TOT,LW,24,1,3,4,-3,8,0.2,1,0,0,0,3,0,0,31,3.2,243,10:08,9,54,3,2,60.0
183,Phillip Di Giuseppe\digiuph01,25,CAR,LW,21,1,3,4,-2,8,0.3,1,0,0,0,3,0,0,27,3.7,208,9:55,6,49,3,2,60.0
183,Phillip Di Giuseppe\digiuph01,25,NSH,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,35,11:41,3,5,0,0,
184,Jason Dickinson\dickija01,23,DAL,C,43,5,8,13,3,16,1.4,5,0,0,2,8,0,0,54,9.3,552,12:50,31,69,148,174,46.0
185,Brenden Dillon\dillobr01,28,SJS,D,59,1,17,18,20,37,4.7,0,0,1,0,17,0,0,53,1.9,1002,16:59,52,139,0,0,
186,Christian Djoos\djoosch01,24,WSH,D,33,1,5,6,5,4,1.3,1,0,0,0,5,0,0,24,4.2,436,13:13,21,15,0,0,
187,Max Domi\domima01,23,MTL,LW,59,19,32,51,10,71,5.9,16,3,0,2,25,7,0,131,14.5,1031,17:29,30,44,350,439,44.4
188,Ryan Donato\donatry01,22,BOS,C,34,6,3,9,-11,2,0.7,3,3,0,0,3,0,0,75,8.0,425,12:30,10,15,7,10,41.2
189,Joonas Donskoi\donskjo01,26,SJS,RW,59,14,16,30,8,8,3.4,13,1,0,4,14,2,0,86,16.3,807,13:41,29,30,1,8,11.1
190,Jake Dotchin\dotchja01,24,ANA,D,20,0,1,1,-4,39,0.2,0,0,0,0,0,0,1,7,0.0,236,11:49,16,54,0,0,
191,Drew Doughty\doughdr01,29,LAK,D,58,5,27,32,-23,26,5.3,0,5,0,0,13,13,1,112,4.5,1559,26:53,80,119,0,0,
192,Nic Dowd\dowdni01,28,WSH,C,43,5,10,15,5,14,1.4,5,0,0,1,9,0,1,27,18.5,441,10:16,23,65,162,160,50.3
193,Justin Dowling\dowliju01,28,DAL,C,6,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,5,0.0,76,12:37,3,6,12,14,46.2
194,Leon Draisaitl\draisle01,23,EDM,C,58,35,34,69,-1,36,8.7,22,13,0,4,23,11,0,158,22.2,1288,22:12,19,39,488,482,50.3
195,Sheldon Dries\driessh01,24,COL,C,35,3,3,6,-5,24,0.2,2,0,1,0,3,0,0,43,7.0,323,9:14,17,59,62,61,50.4
196,Jonathan Drouin\drouijo01,23,MTL,LW,59,17,29,46,-3,26,4.7,14,3,0,3,18,11,0,155,11.0,1039,17:37,21,45,35,43,44.9
197,Dillon Dube\dubedi01,20,CGY,C,23,1,4,5,4,4,0.4,1,0,0,0,4,0,0,22,4.5,228,9:55,3,11,15,24,38.5
198,Brandon Dubinsky\dubinbr01,32,CBJ,C,37,5,6,11,-11,34,0.5,5,0,0,0,6,0,0,39,12.8,471,12:43,20,83,285,229,55.4
199,Pierre-Luc Dubois\duboipi01,20,CBJ,LW,57,22,29,51,12,46,6.3,20,2,0,3,22,7,0,130,16.9,1068,18:44,43,86,355,456,43.8
200,Matt Duchene\duchema01,28,OTT,C,49,27,29,56,-2,6,6.8,22,5,0,1,23,6,0,125,21.6,947,19:20,27,17,461,379,54.9
201,Anthony Duclair\duclaan01,23,CBJ,LW,50,11,6,17,-6,10,1.7,7,4,0,2,5,1,0,91,12.1,620,12:24,20,24,2,13,13.3
202,Mathew Dumba\dumbama01,24,MIN,D,32,12,10,22,-5,21,4.6,6,6,0,1,4,6,0,93,12.9,748,23:23,43,60,0,0,
203,Brian Dumoulin\dumoubr01,27,PIT,D,59,2,18,20,27,18,5.3,2,0,0,0,14,0,4,75,2.7,1245,21:06,99,117,0,0,
204,Vince Dunn\dunnvi02,22,STL,D,54,8,17,25,13,33,6.7,6,2,0,2,14,3,0,107,7.5,920,17:02,48,29,0,1,0.0
205,Ryan Dzingel\dzingry01,26,OTT,C,56,22,21,43,-13,29,4.5,18,4,0,4,16,5,0,132,16.7,999,17:50,34,39,36,54,40.0
206,Cody Eakin\eakinco01,27,VEG,C,56,15,16,31,13,14,4.1,12,0,3,2,13,3,0,88,17.0,868,15:30,29,58,333,329,50.3
207,Patrick Eaves\eavespa01,34,ANA,RW,7,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,6,0.0,97,13:53,1,14,0,0,
208,Jordan Eberle\eberljo01,28,NYI,RW,54,13,13,26,-10,12,2.7,7,6,0,3,9,4,0,114,11.4,894,16:33,22,27,3,5,37.5
209,Alexander Edler\edleral01,32,VAN,D,38,5,15,20,3,40,4.4,3,2,0,1,7,8,0,83,6.0,889,23:24,109,80,0,0,
210,Joel Edmundson\edmunjo01,25,STL,D,51,2,7,9,6,60,4.3,2,0,0,1,7,0,0,80,2.5,1014,19:52,90,104,0,1,0.0
211,Nikolaj Ehlers\ehlerni01,22,WPG,LW,40,15,12,27,8,13,3.7,14,1,0,3,7,5,0,102,14.7,652,16:18,12,13,1,1,50.0
212,Christoffer Ehn\ehnch01,22,DET,C,43,2,5,7,1,4,0.4,2,0,0,0,5,0,0,29,6.9,423,9:51,23,50,48,54,47.1
213,Jack Eichel\eicheja01,22,BUF,C,55,18,44,62,0,18,6.3,14,4,0,2,32,12,0,215,8.4,1103,20:04,33,50,437,455,49.0
214,Aaron Ekblad\ekblaaa01,22,FLA,D,57,10,15,25,-6,31,5.5,5,5,0,0,13,2,0,132,7.6,1332,23:22,42,91,0,0,
215,Mattias Ekholm\ekholma01,28,NSH,D,59,7,34,41,24,35,9.2,5,2,0,3,28,5,1,103,6.8,1368,23:11,81,56,0,0,
216,Oliver Ekman-Larsson\ekmanol01,27,ARI,D,57,7,20,27,-16,40,5.9,3,4,0,1,10,9,1,129,5.4,1351,23:42,40,116,0,0,
217,Remi Elie\eliere01,23,BUF,LW,16,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,9,0.0,166,10:21,3,30,1,0,100.0
